row_id,raceId,driverId,constructorId,circuitId,year,round,race_name,circuit_name,constructor_name,date,stop_number,pit_lap,stop_duration_ms,pit_lap_time_ms,grid,current_position,positionOrder,driver_points_before,constructor_points_before,lap_time_delta,recent_pace_delta,laps_since_last_pit,race_total_laps,laps_remaining,race_progress,approx_gap_ahead,approx_gap_behind,pressure_index,position_change_from_grid,safety_car_likely,strategy
4150,1021,830,9,11,2019,12,Hungarian Grand Prix,Hungaroring,Red Bull,2019-08-04,2,67,21164,85724,1,2,2,162.0,217.0,6164.0,1701.6666666666715,42.0,70,3,0.9571428571428572,5.34,56.086,0.17524613646729914,-1,0,Overcut
4160,1022,1,131,13,2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Mercedes,2019-09-01,1,22,23497,113415,3,1,2,250.0,438.0,4669.0,279.0,22.0,44,22,0.5,,0.601,,2,0,Standard
4165,1022,20,6,13,2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Ferrari,2019-09-01,1,15,22863,113829,2,4,4,156.0,288.0,4592.0,38.66666666667152,15.0,44,29,0.3409090909090909,0.571,10.823,0.721118139060801,-2,0,Standard
4166,1022,20,6,13,2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Ferrari,2019-09-01,2,33,22786,113728,2,4,4,156.0,288.0,6641.0,1856.3333333333285,18.0,44,11,0.75,3.659,30.531,0.24635315474206781,-2,0,Standard
4169,1022,807,4,13,2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Renault,2019-09-01,2,31,23000,115785,12,12,8,17.0,39.0,6319.0,1171.6666666666715,20.0,44,13,0.7045454545454546,5.9,0.4,0.8592132505175983,0,0,Standard
4175,1022,832,1,13,2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,McLaren,2019-09-01,1,1,59291,194682,15,19,19,58.0,82.0,0.0,0.0,1.0,44,43,0.022727272727272728,27.0,,,-4,0,Standard
4179,1022,842,5,13,2019,13,Belgian Grand Prix,Circuit de Spa-Francorchamps,Toro Rosso,2019-09-01,1,13,22772,114888,13,9,9,63.0,43.0,4272.0,654.3333333333285,13.0,44,31,0.29545454545454547,1.122,0.285,1.2494636511330255,4,0,Standard
4190,1023,20,6,14,2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,Ferrari,2019-09-08,1,6,32443,111038,4,19,13,169.0,326.0,26108.0,126.66666666667152,6.0,53,47,0.11320754716981132,0.793,10.131,0.647563671958594,-15,0,Undercut
4196,1023,815,211,14,2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,Racing Point,2019-09-08,1,28,25340,101911,18,7,7,21.0,40.0,16305.0,147.33333333332848,28.0,53,25,0.5283018867924528,13.59,4.316,0.2566514578823947,11,1,Overcut
4198,1023,822,131,14,2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,Mercedes,2019-09-08,1,27,23700,89671,3,1,2,203.0,471.0,5029.0,452.6666666666715,27.0,53,26,0.5094339622641509,,10.429,,2,0,Standard
4199,1023,825,210,14,2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,Haas F1 Team,2019-09-08,1,20,24400,91215,11,13,18,18.0,26.0,4990.0,103.66666666667152,20.0,53,33,0.37735849056603776,2.035,0.348,1.071329054209299,-2,0,Standard
4210,1023,846,1,14,2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,McLaren,2019-09-08,1,23,24311,90637,16,12,10,24.0,82.0,4760.0,802.6666666666715,23.0,53,30,0.4339622641509434,2.956,6.982,0.37806247069049953,4,0,Standard
4212,1023,848,9,14,2019,14,Italian Grand Prix,Autodromo Nazionale di Monza,Red Bull,2019-09-08,1,26,29830,90275,8,7,6,26.0,254.0,5063.0,876.3333333333285,26.0,53,27,0.49056603773584906,5.497,0.779,0.7160307394868891,1,0,Standard
4220,1024,807,4,15,2019,15,Singapore Grand Prix,Marina Bay Street Circuit,Renault,2019-09-22,1,1,29563,124660,8,18,9,31.0,65.0,0.0,0.0,1.0,61,60,0.01639344262295082,0.783,18.994,0.6108675002949567,-10,0,Undercut
4221,1024,807,4,15,2019,15,Singapore Grand Prix,Marina Bay Street Circuit,Renault,2019-09-22,2,36,29152,135770,8,9,9,31.0,65.0,28442.0,2299.3333333333285,35.0,61,25,0.5901639344262295,0.734,0.825,1.1246464742222433,-1,1,Emergency
4247,1025,807,4,71,2019,16,Russian Grand Prix,Sochi Autodrom,Renault,2019-09-29,1,16,34264,105342,6,9,10,33.0,67.0,5093.0,516.6666666666715,16.0,53,37,0.3018867924528302,2.9,2.505,0.5417169611178171,-3,0,Standard
4259,1025,841,51,71,2019,16,Russian Grand Prix,Sochi Autodrom,Alfa Romeo,2019-09-29,2,27,30227,120347,12,14,15,4.0,35.0,19099.0,218.66666666667152,25.0,53,26,0.5094339622641509,2.369,6.441,0.43121452228391793,-2,0,Standard
4299,1027,8,51,32,2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Alfa Romeo,2019-10-27,2,52,22963,84490,14,13,19,31.0,35.0,3164.0,1016.0,37.0,71,19,0.7323943661971831,2.461,5.116,0.45243939334099165,1,0,Standard
4312,1027,832,1,32,2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,McLaren,2019-10-27,1,15,22241,88492,7,9,13,76.0,111.0,5337.0,137.33333333332848,15.0,71,56,0.2112676056338028,0.347,2.278,1.0474545608549586,-2,0,Undercut
4314,1027,840,211,32,2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Racing Point,2019-10-27,1,37,22745,85458,16,7,12,21.0,58.0,3371.0,540.6666666666715,37.0,71,34,0.5211267605633803,11.856,2.336,0.3775448838191426,9,0,Standard
4317,1027,842,5,32,2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Toro Rosso,2019-10-27,2,49,22618,84263,10,12,9,75.0,62.0,3429.0,109.0,40.0,71,22,0.6901408450704225,1.723,12.839,0.4395015688125526,-2,0,Overcut
4318,1027,844,6,32,2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Ferrari,2019-10-27,1,15,22002,84121,1,2,4,223.0,435.0,3190.0,181.66666666667152,15.0,71,56,0.2112676056338028,0.482,1.698,1.0454087548231359,-1,0,Undercut
4321,1027,848,9,32,2019,18,Mexican Grand Prix,Autódromo Hermanos Rodríguez,Red Bull,2019-10-27,1,14,22192,84888,5,4,5,64.0,323.0,3421.0,114.0,14.0,71,57,0.19718309859154928,2.243,3.946,0.5105400427609238,1,0,Standard
4334,1028,825,210,69,2019,19,United States Grand Prix,Circuit of the Americas,Haas F1 Team,2019-11-03,1,18,24929,103621,12,14,18,20.0,28.0,494.0,1086.3333333333285,18.0,56,38,0.32142857142857145,7.107,0.662,0.7250349084009793,-2,0,Standard
4337,1028,826,5,69,2019,19,United States Grand Prix,Circuit of the Americas,Toro Rosso,2019-11-03,2,39,24162,103211,13,13,12,34.0,64.0,2663.0,992.6666666666715,18.0,56,17,0.6964285714285714,2.366,21.289,0.34195371251634826,0,0,Standard
4340,1028,832,1,69,2019,19,United States Grand Prix,Circuit of the Americas,McLaren,2019-11-03,1,18,24784,103713,7,8,8,76.0,111.0,1025.0,695.6666666666715,18.0,56,38,0.32142857142857145,2.792,2.51,0.5486133650690612,-1,0,Standard
4342,1028,840,211,69,2019,19,United States Grand Prix,Circuit of the Americas,Racing Point,2019-11-03,2,29,25195,102386,14,11,13,21.0,64.0,637.0,274.0,20.0,56,27,0.5178571428571429,8.683,0.283,0.8826970055997249,3,0,Standard
4349,1028,846,1,69,2019,19,United States Grand Prix,Circuit of the Americas,McLaren,2019-11-03,1,19,24678,103932,8,6,7,35.0,111.0,1784.0,956.3333333333285,19.0,56,37,0.3392857142857143,4.821,5.11,0.3354579094654464,2,0,Standard
4369,1029,807,4,18,2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Renault,2019-11-17,1,27,23344,79645,13,13,15,37.0,83.0,4542.0,644.0,27.0,71,44,0.38028169014084506,1.373,3.016,0.6704114851172638,0,0,Standard
4383,1029,830,9,18,2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Red Bull,2019-11-17,2,44,22657,76121,1,1,1,235.0,366.0,3673.0,428.3333333333285,23.0,71,27,0.6197183098591549,,8.847,,0,0,Standard
4398,1029,847,3,18,2019,20,Brazilian Grand Prix,Autódromo José Carlos Pace,Williams,2019-11-17,3,66,22441,92111,18,14,12,0.0,1.0,18359.0,762.0,12.0,71,5,0.9295774647887324,5.061,26.102,0.20188692162726934,4,1,Standard
4402,1030,8,51,24,2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,Alfa Romeo,2019-12-01,1,22,22410,107583,17,9,13,43.0,57.0,2361.0,500.0,22.0,55,33,0.4,4.754,0.036,1.1390431098460296,8,0,Standard
4403,1030,9,3,24,2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,Williams,2019-12-01,1,24,21688,109673,19,17,19,1.0,1.0,3394.0,1127.6666666666715,24.0,55,31,0.43636363636363634,0.443,0.434,1.3903507627357001,2,0,Standard
4404,1030,20,6,24,2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,Ferrari,2019-12-01,1,12,25771,106406,4,4,5,230.0,479.0,3172.0,791.6666666666715,12.0,55,43,0.21818181818181817,8.044,2.405,0.4042563002478988,0,0,Standard
4411,1030,822,131,24,2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,Mercedes,2019-12-01,1,29,21145,104574,20,4,4,314.0,701.0,2056.0,363.3333333333285,29.0,55,26,0.5272727272727272,17.688,3.125,0.2959345163968452,16,0,Standard
4423,1030,846,1,24,2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,McLaren,2019-12-01,1,8,22974,108001,6,7,8,45.0,140.0,2939.0,224.0,8.0,55,47,0.14545454545454545,0.136,0.665,1.4808822907414456,-1,0,Undercut
4425,1030,848,9,24,2019,21,Abu Dhabi Grand Prix,Yas Marina Circuit,Red Bull,2019-12-01,1,13,22028,105896,5,3,6,84.0,391.0,2070.0,334.3333333333285,13.0,55,42,0.23636363636363636,13.335,6.848,0.197180329291061,2,0,Standard
4432,1031,20,6,70,2020,1,Austrian Grand Prix,Red Bull Ring,Ferrari,2020-07-05,3,56,19330,117835,11,11,10,0.0,0.0,48389.0,21020.33333333333,5.0,71,15,0.7887323943661971,2.046,1.186,0.785755950689609,0,0,Standard
4437,1031,822,131,70,2020,1,Austrian Grand Prix,Red Bull Ring,Mercedes,2020-07-05,2,56,16407,114808,1,1,1,0.0,0.0,46677.0,37293.0,30.0,71,15,0.7887323943661971,,1.585,,0,0,Standard
4441,1031,832,1,70,2020,1,Austrian Grand Prix,Red Bull Ring,McLaren,2020-07-05,1,26,23827,90179,8,7,5,0.0,0.0,20169.0,186.66666666667152,26.0,71,45,0.36619718309859156,2.275,14.159,0.37131092354880507,1,1,Overcut
4492,1033,154,210,11,2020,3,Hungarian Grand Prix,Hungaroring,Haas F1 Team,2020-07-19,1,34,22591,91657,0,11,16,0.0,0.0,8387.0,1821.6666666666715,34.0,70,36,0.4857142857142857,2.29,5.455,0.4588700354806128,-11,0,Standard
4502,1033,826,213,11,2020,3,Hungarian Grand Prix,Hungaroring,AlphaTauri,2020-07-19,2,18,22685,88636,17,14,12,1.0,7.0,4855.0,1758.3333333333285,17.0,70,52,0.2571428571428571,2.599,0.1,1.1869458688019399,3,0,Standard
4511,1033,840,211,11,2020,3,Hungarian Grand Prix,Hungaroring,Racing Point,2020-07-19,3,52,22057,83652,3,4,4,6.0,22.0,2939.0,520.6666666666715,17.0,70,18,0.7428571428571429,13.583,19.374,0.11765515949596217,-1,0,Standard
4532,1034,8,51,9,2020,4,British Grand Prix,Silverstone Circuit,Alfa Romeo,2020-08-02,2,47,44085,114836,16,17,17,0.0,2.0,23342.0,309.6666666666715,35.0,52,5,0.9038461538461539,28.488,,,-1,0,Overcut
4544,1034,841,51,9,2020,4,British Grand Prix,Silverstone Circuit,Alfa Romeo,2020-08-02,1,12,28355,99880,15,12,14,2.0,2.0,6435.0,228.66666666667152,12.0,52,40,0.23076923076923078,0.943,5.642,0.6652251002409378,3,0,Standard
4571,1035,830,9,9,2020,5,70th Anniversary Grand Prix,Silverstone Circuit,Red Bull,2020-08-09,1,26,29115,90444,4,1,1,52.0,78.0,-638.0,160.66666666667152,26.0,52,26,0.5,,20.06,,3,0,Overcut
4585,1035,847,3,9,2020,5,70th Anniversary Grand Prix,Silverstone Circuit,Williams,2020-08-09,1,8,28391,93267,15,14,18,0.0,0.0,-1178.0,107.0,8.0,52,44,0.15384615384615385,0.074,1.214,1.3827698798403254,1,0,Undercut
4586,1035,847,3,9,2020,5,70th Anniversary Grand Prix,Silverstone Circuit,Williams,2020-08-09,2,24,28331,92492,15,15,18,0.0,0.0,-42.0,1334.0,16.0,52,28,0.46153846153846156,5.555,0.738,0.7279292943922322,0,0,Standard
4594,1036,1,131,4,2020,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Mercedes,2020-08-16,2,50,21853,84990,1,1,1,107.0,180.0,3451.0,849.6666666666715,27.0,66,16,0.7575757575757576,,28.678,,0,0,Standard
4599,1036,154,210,4,2020,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Haas F1 Team,2020-08-16,2,62,24010,93951,17,19,19,0.0,1.0,10611.0,1709.0,30.0,66,4,0.9393939393939394,1.945,,,-2,0,Standard
4609,1036,830,9,4,2020,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Red Bull,2020-08-16,2,41,21601,86019,3,3,2,77.0,113.0,3123.0,740.3333333333285,20.0,66,25,0.6212121212121212,1.075,52.709,0.5005465642943779,0,0,Standard
4616,1036,841,51,4,2020,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Alfa Romeo,2020-08-16,2,45,21794,90045,20,17,16,2.0,2.0,6431.0,1538.6666666666715,24.0,66,21,0.6818181818181818,0.588,6.125,0.7700737991073401,3,0,Standard
4620,1036,846,1,4,2020,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,McLaren,2020-08-16,1,21,22099,89205,8,9,10,38.0,53.0,4453.0,295.0,21.0,66,45,0.3181818181818182,1.867,0.446,1.0403595837789776,-1,0,Standard
4627,1036,849,3,4,2020,6,Spanish Grand Prix,Circuit de Barcelona-Catalunya,Williams,2020-08-16,2,49,22475,89352,19,19,18,0.0,0.0,6527.0,1399.6666666666715,21.0,66,17,0.7424242424242424,0.294,,,0,0,Standard
4637,1037,826,213,13,2020,7,Belgian Grand Prix,Circuit de Spa-Francorchamps,AlphaTauri,2020-08-30,1,11,23769,155082,11,11,11,2.0,16.0,43973.0,2493.3333333333285,11.0,44,33,0.25,4.746,2.569,0.45422464024579523,0,1,Emergency
4639,1037,839,4,13,2020,7,Belgian Grand Prix,Circuit de Spa-Francorchamps,Renault,2020-08-30,1,11,24305,158192,6,5,5,16.0,36.0,47365.0,168.66666666667152,11.0,44,33,0.25,5.187,0.904,0.686839306597053,1,1,Emergency
4644,1037,846,1,13,2020,7,Belgian Grand Prix,Circuit de Spa-Francorchamps,McLaren,2020-08-30,1,11,23046,153578,10,10,7,39.0,62.0,42097.0,1659.6666666666715,11.0,44,33,0.25,6.65,4.746,0.3047530649340604,0,1,Emergency
4646,1037,849,3,13,2020,7,Belgian Grand Prix,Circuit de Spa-Francorchamps,Williams,2020-08-30,1,10,23532,129652,19,17,16,0.0,0.0,16720.0,515.6666666666715,10.0,44,34,0.22727272727272727,2.981,,,2,0,Standard
4654,1038,154,210,14,2020,8,Italian Grand Prix,Autodromo Nazionale di Monza,Haas F1 Team,2020-09-06,2,26,1530188,176823,16,17,12,0.0,1.0,90431.0,24953.33333333333,4.0,53,27,0.49056603773584906,3.033,,,-1,1,Emergency
4655,1038,815,211,14,2020,8,Italian Grand Prix,Autodromo Nazionale di Monza,Racing Point,2020-09-06,1,22,26693,134803,4,5,10,33.0,66.0,49333.0,20548.33333333333,22.0,53,31,0.41509433962264153,0.401,0.769,1.2790669993047845,-1,1,Emergency
4665,1038,830,9,14,2020,8,Italian Grand Prix,Autodromo Nazionale di Monza,Red Bull,2020-09-06,2,26,1522796,172315,5,11,17,110.0,158.0,86776.0,25577.33333333333,4.0,53,27,0.49056603773584906,2.142,1.696,0.6891885000198328,-6,1,Emergency
4666,1038,832,1,14,2020,8,Italian Grand Prix,Autodromo Nazionale di Monza,McLaren,2020-09-06,1,22,24398,132419,3,2,2,23.0,68.0,46879.0,20885.66666666667,22.0,53,31,0.41509433962264153,0.628,6.514,0.7473355224220276,1,1,Emergency
4691,1039,8,51,76,2020,9,Tuscan Grand Prix,Autodromo Internazionale del Mugello,Alfa Romeo,2020-09-13,2,7,17594,130389,13,12,9,0.0,2.0,9620.0,11586.0,6.0,59,52,0.11864406779661017,0.935,0.915,1.0389890771213255,1,0,Undercut
4700,1039,20,6,76,2020,9,Tuscan Grand Prix,Autodromo Internazionale del Mugello,Ferrari,2020-09-13,5,43,22489,122831,14,10,10,16.0,61.0,39123.0,501.0,15.0,59,16,0.7288135593220338,3.038,26.67,0.28378757424274237,4,1,Standard
4703,1039,154,210,76,2020,9,Tuscan Grand Prix,Autodromo Internazionale del Mugello,Haas F1 Team,2020-09-13,2,8,1450651,1586417,15,13,12,0.0,1.0,1469196.0,17352.333333333343,1.0,59,51,0.13559322033898305,3.691,,,2,1,Emergency
4735,1039,844,6,76,2020,9,Tuscan Grand Prix,Autodromo Internazionale del Mugello,Ferrari,2020-09-13,5,45,1285145,1384706,5,10,8,45.0,61.0,1302200.0,17635.0,8.0,59,14,0.7627118644067796,0.319,3.889,0.9626909196132922,-5,1,Emergency
4749,1039,848,9,76,2020,9,Tuscan Grand Prix,Autodromo Internazionale del Mugello,Red Bull,2020-09-13,4,43,22822,110967,4,4,3,48.0,158.0,29211.0,388.6666666666715,11.0,59,16,0.7288135593220338,5.308,16.226,0.21658063444082293,0,1,Standard
4773,1040,848,9,71,2020,10,Russian Grand Prix,Sochi Autodrom,Red Bull,2020-09-27,2,27,30111,106714,15,13,10,63.0,173.0,5499.0,321.3333333333285,26.0,53,26,0.5094339622641509,1.231,1.966,0.7853839102235314,2,0,Standard
4782,1041,807,211,20,2020,11,Eifel Grand Prix,Nürburgring,Racing Point,2020-10-11,1,29,22700,96925,20,9,8,6.0,104.0,3779.0,542.0,29.0,60,31,0.48333333333333334,1.4,3.768,0.6263982102908278,11,0,Standard
4783,1041,807,211,20,2020,11,Eifel Grand Prix,Nürburgring,Racing Point,2020-10-11,2,44,22686,112748,20,8,8,6.0,104.0,21555.0,555.3333333333285,15.0,60,16,0.7333333333333333,4.394,8.515,0.2904883903038564,12,1,Standard
4790,1041,825,210,20,2020,11,Eifel Grand Prix,Nürburgring,Haas F1 Team,2020-10-11,2,34,23114,98154,15,14,13,1.0,1.0,5403.0,242.33333333332848,20.0,60,26,0.5666666666666667,1.491,23.654,0.44200657208165667,1,0,Standard
4792,1041,826,213,20,2020,11,Eifel Grand Prix,Nürburgring,AlphaTauri,2020-10-11,2,44,22527,124888,13,15,15,14.0,59.0,32674.0,628.0,27.0,60,16,0.7333333333333333,14.913,,,-2,1,Standard
4814,1042,817,4,75,2020,12,Portuguese Grand Prix,Autódromo Internacional do Algarve,Renault,2020-10-25,1,14,26999,86865,10,11,9,78.0,114.0,3254.0,815.3333333333285,14.0,66,52,0.21212121212121213,0.781,2.926,0.8161944885491074,-1,0,Undercut
4822,1042,840,211,75,2020,12,Portuguese Grand Prix,Autódromo Internacional do Algarve,Racing Point,2020-10-25,1,18,36314,98849,12,16,20,57.0,120.0,16141.0,830.6666666666715,18.0,66,48,0.2727272727272727,1.246,1.743,0.8098003206737849,-4,0,Standard
4830,1042,848,9,75,2020,12,Portuguese Grand Prix,Autódromo Internacional do Algarve,Red Bull,2020-10-25,1,19,26287,87293,6,9,12,64.0,211.0,4215.0,547.3333333333285,19.0,66,47,0.2878787878787879,3.016,1.946,0.5884472970304796,-3,0,Standard
4832,1042,849,3,75,2020,12,Portuguese Grand Prix,Autódromo Internacional do Algarve,Williams,2020-10-25,1,24,26739,87384,20,17,18,0.0,0.0,3770.0,154.0,24.0,66,42,0.36363636363636365,2.151,3.534,0.5379153690085432,3,0,Standard
4852,1043,840,211,21,2020,13,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Racing Point,2020-11-01,1,1,36189,101716,15,19,13,57.0,126.0,0.0,0.0,1.0,63,62,0.015873015873015872,7.3,10.542,0.20712202474775204,-4,0,Standard
4855,1043,841,51,21,2020,13,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Alfa Romeo,2020-11-01,1,10,29745,86022,20,16,10,3.0,5.0,4830.0,75.0,10.0,63,53,0.15873015873015872,1.549,8.72,0.49519136851859924,4,0,Standard
4876,1044,825,210,5,2020,14,Turkish Grand Prix,Istanbul Park,Haas F1 Team,2020-11-15,1,8,24552,115785,13,10,17,1.0,3.0,1519.0,1430.6666666666715,8.0,58,50,0.13793103448275862,4.417,10.585,0.27092253968926766,3,0,Standard
4895,1044,847,3,5,2020,14,Turkish Grand Prix,Istanbul Park,Williams,2020-11-15,1,32,22692,105196,0,13,16,0.0,0.0,992.0,527.0,32.0,58,26,0.5517241379310345,0.056,1.85,1.2978468899521531,-13,0,Standard
4918,1045,822,131,3,2020,15,Bahrain Grand Prix,Bahrain International Circuit,Mercedes,2020-11-29,3,25,24734,100305,2,7,8,197.0,504.0,4282.0,242.66666666667152,21.0,57,32,0.43859649122807015,4.609,0.268,0.9669284323920603,-5,0,Standard
4955,1045,849,3,3,2020,15,Bahrain Grand Prix,Bahrain International Circuit,Williams,2020-11-29,1,1,1157995,177400,20,16,14,0.0,0.0,0.0,0.0,1.0,57,56,0.017543859649122806,2.644,1.882,0.6214049732203594,4,0,Standard
4964,1046,815,211,3,2020,16,Sakhir Grand Prix,Bahrain International Circuit,Racing Point,2020-12-06,1,1,24214,100485,5,18,1,100.0,154.0,0.0,0.0,1.0,87,86,0.011494252873563218,2.455,,,-13,0,Undercut
4988,1046,848,9,3,2020,16,Sakhir Grand Prix,Bahrain International Circuit,Red Bull,2020-12-06,1,47,23874,61752,12,5,6,85.0,274.0,3359.0,244.33333333333576,47.0,87,40,0.5402298850574713,1.464,0.797,0.9623271831118241,7,0,Standard
5003,1047,825,210,24,2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,Haas F1 Team,2020-12-13,2,47,23098,109526,20,18,18,1.0,3.0,7263.0,4916.6666666666715,16.0,55,8,0.8545454545454545,33.033,11.652,0.10842213280578625,2,0,Standard
5005,1047,830,9,24,2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,Red Bull,2020-12-13,1,10,21289,126235,1,1,1,189.0,282.0,24028.0,332.3333333333285,10.0,55,45,0.18181818181818182,,4.917,,0,1,Standard
5007,1047,839,4,24,2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,Renault,2020-12-13,1,10,21615,138556,10,12,9,60.0,172.0,33959.0,640.0,10.0,55,45,0.18181818181818182,0.618,0.473,1.2969335975033085,-2,1,Undercut
5010,1047,842,213,24,2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,AlphaTauri,2020-12-13,1,10,22000,134631,9,8,8,71.0,103.0,30345.0,870.3333333333285,10.0,55,45,0.18181818181818182,2.938,3.94,0.4563651579235231,1,1,Standard
5012,1047,846,1,24,2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,McLaren,2020-12-13,1,10,21840,132176,4,5,5,87.0,184.0,28297.0,526.6666666666715,10.0,55,45,0.18181818181818182,6.563,7.199,0.2541887563904597,-1,1,Standard
5016,1047,849,3,24,2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,Williams,2020-12-13,2,35,22384,105609,18,16,17,0.0,0.0,1551.0,94.0,24.0,55,20,0.6363636363636364,12.752,0.457,0.7590584939688563,2,0,Standard
5017,1047,850,210,24,2020,17,Abu Dhabi Grand Prix,Yas Marina Circuit,Haas F1 Team,2020-12-13,1,10,26329,143976,17,18,19,0.0,3.0,37906.0,1460.0,10.0,55,45,0.18181818181818182,6.469,0.928,0.6525589309950006,-1,1,Emergency
5037,1051,841,51,78,2021,20,Qatar Grand Prix,Losail International Circuit,Alfa Romeo,2021-11-21,2,32,25347,109375,18,17,15,1.0,11.0,20481.0,1462.6666666666715,17.0,57,25,0.5614035087719298,8.953,0.257,0.8960171677209056,1,0,Standard
5055,1052,8,51,3,2021,1,Bahrain Grand Prix,Bahrain International Circuit,Alfa Romeo,2021-03-28,2,29,24046,99035,14,9,11,0.0,0.0,2699.0,290.0,16.0,56,27,0.5178571428571429,8.339,0.73,0.6851125276746716,5,0,Standard
5066,1052,830,9,3,2021,1,Bahrain Grand Prix,Bahrain International Circuit,Red Bull,2021-03-28,2,39,23848,97828,1,1,2,0.0,0.0,3407.0,1333.0,22.0,56,17,0.6964285714285714,,10.9,,0,0,Standard
5092,1053,1,131,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Mercedes,2021-04-18,3,32,1494731,167378,1,9,2,25.0,41.0,84240.0,38015.66666666667,1.0,63,31,0.5079365079365079,1.575,6.987,0.5135529701784818,-8,1,Emergency
5093,1053,1,131,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Mercedes,2021-04-18,4,33,65870,1590280,1,9,2,25.0,41.0,1507142.0,56048.0,1.0,63,30,0.5238095238095238,5.509,5.161,0.31594474373302905,-8,1,Emergency
5097,1053,8,51,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Alfa Romeo,2021-04-18,1,26,30280,93193,16,11,13,0.0,0.0,4736.0,1143.0,26.0,63,37,0.4126984126984127,1.197,4.018,0.6544487183417802,5,0,Standard
5105,1053,815,9,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Red Bull,2021-04-18,1,28,44608,92716,2,4,11,10.0,28.0,6260.0,2598.3333333333285,28.0,63,35,0.4444444444444444,7.646,12.637,0.1889903322747398,-2,0,Standard
5112,1053,832,6,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Ferrari,2021-04-18,1,27,30856,92015,11,6,5,4.0,12.0,4633.0,1111.3333333333285,27.0,63,36,0.42857142857142855,12.761,5.873,0.21816600923459478,5,0,Standard
5113,1053,832,6,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Ferrari,2021-04-18,2,33,1582211,118150,11,5,5,4.0,12.0,34797.0,18148.0,6.0,63,30,0.5238095238095238,3.397,11.057,0.3103671629957082,6,1,Emergency
5122,1053,841,51,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Alfa Romeo,2021-04-18,1,27,32299,92995,17,10,14,0.0,0.0,3906.0,1507.6666666666715,27.0,63,36,0.42857142857142855,15.972,9.898,0.15068053102003376,7,0,Standard
5133,1053,846,1,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,McLaren,2021-04-18,2,33,1584953,116233,7,3,3,12.0,18.0,31246.0,17165.66666666667,5.0,63,30,0.5238095238095238,36.586,4.844,0.19772132523603728,4,1,Emergency
5134,1053,847,3,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Williams,2021-04-18,1,26,29983,94682,12,10,19,0.0,0.0,5807.0,452.3333333333285,26.0,63,37,0.4126984126984127,10.169,1.197,0.5446996659466085,2,0,Standard
5140,1053,853,210,21,2021,2,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,Haas F1 Team,2021-04-18,3,31,1486154,112033,19,17,17,0.0,0.0,26090.0,18288.0,8.0,63,32,0.49206349206349204,38.0,,,2,1,Emergency
